column1,column2,column3,column4,column5,column6,column7,column8,column9,column10
-0.6092718487358106,0.6089113885125407,-0.07800954114443406,-0.6975187583524611,1.3583033720424325,-0.6928408764937013,1.1824487847904785,0.750624142944081,0.9378664368134721,0.8763763576794672
-0.6092718487358106,0.5100102715237165,-0.13088330946628884,-0.6988709757637449,0.9420480391364445,-0.6903401810355445,1.128688258806473,0.7836555669045489,0.9299163327473118,0.8792281134557616
-0.6533943836369495,0.33198826094383294,-0.8225420029741843,-0.710946591715675,0.020391403537846832,-0.4777810670922225,0.47984758338496303,0.8414605588353675,0.9378664368134721,0.9880791526119769
-0.5651493138346719,1.7363841221851366,1.0493526251734353,-0.6957262841095966,1.3863634471756712,-0.6983424065016461,1.2364048035962445,0.6845612950231452,0.9299163327473118,0.7501690917218077
-0.43278170913125563,1.6572632285940774,1.4262171520595774,-0.6959149656088455,1.2310734243497243,-0.7083451883342731,1.2242842486471233,0.6432720150725605,0.9060660205488306,0.6617999858083262
-0.5210267789335331,1.5979225584007828,0.3759676792916158,-0.7058521912359546,0.2137550288078481,-0.6208208472987875,0.8285090309939607,0.5194041752208061,0.9060660205488306,0.7347462187538382
-0.5210267789335331,0.6880322821036001,-0.12647743857895613,-0.7105692287171772,-0.11830994452620637,-0.5483006790122423,0.5485633102336105,0.18083207962601058,0.8186148758210663,0.6078646730791853
-0.6092718487358106,0.41110915453489233,-0.9167573052772546,-0.7143743056186967,-0.2884091297304985,-0.2777254304396842,0.14105852327484653,0.6845612950231452,0.8981159164826702,0.9011512312856895
-0.6092718487358106,0.5297904949214813,-0.035500185964166334,-0.7050974652389588,0.32205410150719094,-0.6228214036653129,0.8585171791341238,0.6597877270527943,0.9219662286811513,0.8162163206712139
-0.6092718487358106,0.29242781414830327,-0.573069517000546,-0.7124245967931248,-0.15818308640843096,-0.19420220213724945,0.2022477764857333,0.7175927189836131,0.9378664368134721,0.9288092590252259
-0.6092718487358106,1.5385818882074882,1.3338166173584431,-0.6999401709261553,0.7828672180481624,-0.6873393464857566,1.0894919480435887,0.6432720150725605,0.9299163327473118,0.6856556725128033
-0.5651493138346719,1.6177027817985477,1.1668944923927982,-0.6963866693569677,1.1764010129715579,-0.6913404592188073,1.1649521772429572,0.6432720150725605,0.9140161246149909,0.6984724818481558
-0.6092718487358106,1.1825378670477211,0.4018853474933055,-0.6971728422705048,1.21352948321136,-0.6883396246690192,1.1503879620218354,0.6680455830429113,0.9140161246149909,0.7958262276227621
-0.5210267789335331,1.5385818882074882,1.0932852624400473,-0.6946885358637276,1.4079185901939146,-0.7078450492426417,1.2448109949319255,0.6515298710626775,0.9060660205488306,0.718924586651721
-0.4769042440323944,1.4199005478208993,0.9102956429658539,-0.6931476369531948,1.801683299469996,-0.7113460228840611,1.3110830615085727,0.6597877270527943,0.8901658124165098,0.730729583932121
-0.5651493138346719,0.7671531756946595,-0.45746848898983444,-0.7045943145742951,0.5961393039727334,-0.625822238215101,0.8709309733158853,0.6845612950231452,0.9140161246149909,0.9169422499897126
-0.5651493138346719,0.23308714395500874,-0.40303873162719717,-0.7055062751539981,0.2759578540135627,-0.6408264109640414,0.8910667339571674,0.8497184148254845,0.9060660205488306,0.9184446613730948
-0.43278170913125563,0.9056147394790134,0.44387714555126606,-0.6973929706862952,1.0739833795059774,-0.6948414328602267,1.1562527466746362,0.742366286953964,0.8901658124165098,0.801774646360103
-0.5210267789335331,0.13418602696618454,-0.3261881343123044,-0.7016068575028541,0.6492329560931968,-0.6623323919041892,0.9962418720640589,0.8166869908650166,0.8901658124165098,0.9025311890766958
-0.5651493138346719,-0.6174624621488795,-1.1178912830969476,-0.7169529527750984,-0.46348515865317336,-0.09517466199424289,-0.13781198696582342,0.9983598226475898,0.8981159164826702,1.0066607002961065
-0.5651493138346719,0.37154870773936266,-0.7894946536453271,-0.7110409324652994,-0.00291309063710563,-0.40826173335546545,0.4378166267065588,0.8249448468551336,0.9060660205488306,0.9607594421693255
-0.5651493138346719,0.3517684843415978,-0.6363110161378489,-0.7061352134848279,0.2511148959799653,-0.6393259936891473,0.8391633897798817,0.7836555669045489,0.8901658124165098,0.9335307869620304
-0.4769042440323944,0.8067136224901891,-0.040297542367090614,-0.6971728422705048,1.233445785808036,-0.6863390683024938,1.1661251341735173,0.734108430963847,0.8981159164826702,0.866594984508973
-0.4769042440323944,0.6286916119103055,0.20308701207171675,-0.6985879535148717,0.987652055408047,-0.6903401810355445,1.1141240435853517,0.742366286953964,0.9140161246149909,0.8385389825942148
